Ticket #,Customer Complaint,Category,Date,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Estimated time of resolution
231265,Residentail Broadband Data Caps,Speed issues,04-12-2015,15:10:25,Internet,Belmont,Michigan,49306,closed,No,12-12-2015
363097,Comcast,Miscellaneous,24-06-2015,18:24:00,Internet,Belton,Missouri,64012,open,No,02-07-2015
304557,Monthly Charges Increased without any notice,Miscellaneous,23-05-2015,10:19:35,Internet,Beltsville,Maryland,20705,closed,No,07-06-2015
260284,Comcast internet for low income families,Miscellaneous,27-04-2015,20:57:16,Customer Care Call,Belvidere,Illinois,61008,closed,No,07-05-2015
260286,Comcast internet for low income families,Miscellaneous,27-04-2015,20:57:43,Internet,Belvidere,Illinois,61008,closed,No,07-05-2015
272802,Comcast Service and customer service representative,Miscellaneous,05-04-2015,20:59:22,Internet,Bensalem,Pennsylvania,19020,closed,No,12-04-2015
293050,Poor internet connection/dropped connection since installation of new modem,Speed issues,16-05-2015,08:32:31,Internet,Bensalem,Pennsylvania,19020,closed,No,27-05-2015
351961,Comcast Billing,Billing issues,19-06-2015,13:46:28,Internet,Bensalem,Pennsylvania,19020,closed,Yes,27-06-2015
360739,Bank Fee Refund Reques,Billing issues,24-06-2015,01:48:55,Internet,Berkeley,California,94704,closed,No,02-07-2015
360830,COMCAST Unfair Charge,Billing issues,24-06-2015,04:24:26,Internet,Berkeley,California,94705,open,No,05-07-2015
370385,Wrongful Billing,Billing issues,27-06-2015,18:44:08,Customer Care Call,Berkeley,California,94704,closed,No,07-07-2015
232450,Billing problem,Billing issues,13-04-2015,14:26:56,Customer Care Call,Berkeley Lake,Georgia,30096,closed,No,27-04-2015
373879,Service refusal and lower than advertised speeds.,Speed issues,30-06-2015,00:40:28,Internet,Berkeley Spring,West Virginia,25411,open,No,07-07-2015
347973,COMCAST - MAJOR COMPLAINT 1ST TIME CUSTOMER - AGGRAVATED HEALTH ISSUES,Miscellaneous,18-06-2015,09:37:51,Customer Care Call,Berwyn,Pennsylvania,19312,closed,No,27-06-2015
353984,Connecting the service,Miscellaneous,20-06-2015,15:28:21,Customer Care Call,Bethesda,Maryland,20817,closed,No,27-06-2015
348310,Over Charge by lying,Billing issues,18-06-2015,11:08:53,Internet,Blacksburg,Virginia,24060,closed,No,27-06-2015
300985,Comcast keeps changing bill and every time gives new reasons!!,Billing issues,21-05-2015,11:29:53,Internet,Blackwood,New Jersey,8012,closed,No,04-06-2015
336029,Ad in craigslist was a scam for selling product not owned,Billing issues,06-11-2015,21:31:55,Internet,Blackwood,New Jersey,8012,closed,No,18-11-2015
353614,Comcast Internet,Speed issues,20-06-2015,10:58:15,Customer Care Call,Blaine,Washington,98230,closed,No,03-07-2015
350810,Comcast billing after discontinuation of service,Billing issues,18-06-2015,22:52:12,Customer Care Call,Blairstown,New Jersey,7825,closed,No,25-06-2015
347021,COMPLAINT AGAINST COMCAST,Miscellaneous,17-06-2015,18:54:21,Customer Care Call,Bloomfield,Michigan,48302,open,No,01-07-2015
347789,Comcast data cap,Miscellaneous,18-06-2015,03:22:37,Internet,Bloomingdale,Georgia,31302,open,No,03-07-2015
358822,Comcast Issues,Miscellaneous,23-06-2015,15:05:04,Internet,Bloomingdale,Georgia,31302,open,No,07-07-2015
249465,Comcast charging a fee without disclosing,Billing issues,22-04-2015,08:44:27,Internet,Bloomington,Illinois,61701,closed,No,06-05-2015
360372,increased bill,Billing issues,23-06-2015,22:36:29,Internet,Bloomington,Illinois,61704,closed,No,08-07-2015
360432,"Incorrect charges, and would not fix",Billing issues,23-06-2015,23:00:41,Internet,Bloomington,Illinois,61701,open,No,07-07-2015
367310,Suspected Throttling,Hardware issues,26-06-2015,01:00:33,Internet,Bloomington,Illinois,61704,open,Yes,02-07-2015
251442,constant disruption of internet service,Speed issues,22-04-2015,21:41:10,Customer Care Call,Bloomington,Indiana,47401,closed,No,07-05-2015
363940,Comcast Unfair Billing Practices,Billing issues,25-06-2015,09:05:14,Customer Care Call,Bloomington,Indiana,47408,closed,No,13-07-2015
367449,Incorrect Billing and Service from Comcast,Billing issues,26-06-2015,08:45:22,Internet,Bloomington,Indiana,47401,closed,No,05-07-2015
312775,Comcast reduced my internet speed,Speed issues,28-05-2015,23:01:44,Customer Care Call,Bloomington,Minnesota,55420,closed,No,13-06-2015
360666,Keep getting charged rental fees for modem I already own,Billing issues,24-06-2015,00:49:46,Customer Care Call,Bloomington,Minnesota,55431,closed,No,02-07-2015
327468,Dealing with Comcast/Xfinity,Miscellaneous,06-07-2015,15:07:09,Internet,Bloominton,Illinois,61701,closed,No,17-07-2015
239613,Over Billing,Billing issues,16-04-2015,15:03:03,Customer Care Call,Boca Raton,Florida,33496,closed,No,25-04-2015
253813,Billing,Billing issues,23-04-2015,17:48:47,Customer Care Call,Boca Raton,Florida,33486,closed,Yes,09-05-2015
259141,Awful Service!,Hardware issues,27-04-2015,14:13:15,Internet,Boca Raton,Florida,33487,closed,No,07-05-2015
275079,Comcast bad practices,Miscellaneous,05-05-2015,20:41:17,Internet,Boca Raton,Florida,33487,closed,No,03-06-2015
292598,Billing for equipment that was not provided to me,Billing issues,15-05-2015,17:48:59,Customer Care Call,Boca Raton,Florida,33496,open,No,07-06-2015
294846,Comcast Speed Issues,Speed issues,18-05-2015,12:52:13,Customer Care Call,Boca Raton,Florida,33434,open,No,24-05-2015
319332,Technical Support,Miscellaneous,06-02-2015,16:28:50,Customer Care Call,Boca Raton,Florida,33432,closed,No,17-02-2015
353911,Failure to supply the proper Internet service,Speed issues,20-06-2015,14:41:33,Customer Care Call,Boca Raton,Florida,33432,closed,No,27-06-2015
370148,Comcast disconnected my account without reason or notice,Miscellaneous,27-06-2015,15:36:57,Customer Care Call,Boca Raton,Florida,33486,open,No,06-07-2015
376154,Bad Service/drop calls/no support,Miscellaneous,30-06-2015,21:06:31,Internet,Boca Raton,Florida,33498,open,No,07-07-2015
375862,Modem rental fees,Billing issues,30-06-2015,18:42:19,Internet,Boca Raton,Florida,33496,open,No,07-07-2015
234849,Comcast - issues galore,Miscellaneous,14-04-2015,14:07:23,Internet,Bolton,Massachusetts,1740,closed,No,21-04-2015
344483,Monopolistic behavior,Miscellaneous,16-06-2015,20:36:12,Customer Care Call,Bolton,Massachusetts,1740,closed,No,24-06-2015
315491,bait and switch pricing,Miscellaneous,30-05-2015,22:38:41,Customer Care Call,Bordentown,New Jersey,8505,open,No,08-06-2015
240843,hbo go comcast,Miscellaneous,17-04-2015,09:30:48,Customer Care Call,Boston,Massachusetts,2215,closed,No,24-04-2015
256620,Comcast Slow Internet,Speed issues,25-04-2015,01:47:46,Customer Care Call,Boston,Massachusetts,2125,closed,No,02-05-2015
331321,Slow Internet Speeds,Speed issues,06-09-2015,18:14:18,Customer Care Call,Boston,Massachusetts,2116,closed,No,13-09-2015
359031,Comcast Billing pratice,Billing issues,23-06-2015,15:41:20,Customer Care Call,Boston,Massachusetts,2136,closed,Yes,30-06-2015
360419,Comcast overbilled me and added numerous hidden charges,Billing issues,23-06-2015,22:58:16,Internet,Boston,Massachusetts,2114,closed,No,30-06-2015
362450,Unfair billing practices of Comcast,Billing issues,24-06-2015,15:40:31,Customer Care Call,Boston,Massachusetts,2115,closed,No,02-07-2015
215573,HBO GO blocked on Amazon Fire TV,Hardware issues,04-02-2015,22:25:22,Internet,Bothell,Washington,98012,closed,No,12-02-2015
317979,Comcast Outage/poor service 6/1,Hardware issues,06-01-2015,22:07:53,Customer Care Call,Bothell,Washington,98021,closed,No,15-01-2015
231412,Comcast Agreement,Miscellaneous,04-12-2015,19:29:06,Customer Care Call,Boulder,Colorado,80303,closed,No,12-12-2015
292412,False contract repersentation,Miscellaneous,15-05-2015,16:34:23,Customer Care Call,Boulder,Colorado,80304,closed,Yes,28-05-2015
370586,"Extremely low speeds, and no help",Speed issues,27-06-2015,21:57:04,Internet,Boulder,Colorado,80303,open,No,07-07-2015
370638,Comcast throttling download speed.,Hardware issues,27-06-2015,23:03:12,Customer Care Call,Boulder,Colorado,80305,open,No,06-07-2015
215789,broadband interuption,Hardware issues,04-03-2015,09:11:15,Internet,Bourbonnais,Illinois,60914,closed,No,11-03-2015
260358,low internet speed,Speed issues,27-04-2015,21:34:24,Internet,Bourbonnais,Illinois,60914,closed,No,11-05-2015
212818,Incorrect Billing,Billing issues,04-01-2015,17:39:39,Customer Care Call,Boynton Beach,Florida,33426,closed,No,12-01-2015
338907,Comcast - Diversified Consultants,Miscellaneous,13-06-2015,11:48:10,Internet,Bozeman,Montana,59715,closed,No,26-06-2015
371186,COMCAST BILLING FOR LAST @18 mos for services they are unable or unwilling to provide,Miscellaneous,28-06-2015,17:50:11,Internet,Braintree,Massachusetts,2184,open,No,07-07-2015
228369,Comcast blocks HBO GO on PS4,Miscellaneous,04-10-2015,11:17:48,Customer Care Call,Brandon,Mississippi,39047,closed,No,12-10-2015
329488,Comcast data usage charges,Miscellaneous,06-08-2015,20:17:09,Customer Care Call,Brandon,Mississippi,39047,closed,No,14-08-2015
358865,Comcast Bandwidth Billing Issue,Billing issues,23-06-2015,15:12:16,Customer Care Call,Brandon,Mississippi,39047,closed,No,02-07-2015
362663,Comcast Internet speeds,Speed issues,24-06-2015,16:21:50,Internet,Branford,Connecticut,6405,closed,No,03-07-2015
235817,Comcast slow internet service,Speed issues,14-04-2015,19:41:02,Internet,Braselton,Georgia,30517,closed,No,23-04-2015
354359,Comcast Slow Internet,Speed issues,20-06-2015,22:01:52,Customer Care Call,Brentwood,California,94513,open,No,28-06-2015
316562,Comcast internet freezes up,Speed issues,06-01-2015,12:10:43,Internet,Brentwood,Tennessee,37027,closed,No,13-01-2015
283105,Comcast changed my account plan after i said no about 2-3 times,Miscellaneous,05-11-2015,11:02:33,Internet,Brick,New Jersey,8724,closed,No,13-11-2015
358373,lack of service from comcast,Miscellaneous,23-06-2015,13:33:50,Customer Care Call,Brick,New Jersey,8724,open,No,02-07-2015
360353,Comcast,Miscellaneous,23-06-2015,22:26:37,Customer Care Call,Brick,New Jersey,8724,closed,No,02-07-2015
360370,Comcast,Miscellaneous,23-06-2015,22:35:42,Internet,Brick,New Jersey,8724,closed,No,01-07-2015
360980,credit for service outage 6/23/15,Miscellaneous,24-06-2015,09:07:45,Internet,Brick,New Jersey,8723,closed,No,04-07-2015
300066,Unauthorized billing,Billing issues,20-05-2015,17:28:54,Customer Care Call,Brier,Washington,98036,closed,No,28-05-2015
257589,Billing overcharges,Billing issues,26-04-2015,09:46:58,Customer Care Call,Brigantine,New Jersey,8203,closed,No,04-05-2015
358720,internet/phone,Hardware issues,23-07-2015,14:41:50,Internet,Brighton,Colorado,80601,closed,Yes,02-08-2015
370683,Comcast Throttling My Internet,Hardware issues,28-06-2015,01:04:39,Customer Care Call,Brighton,Colorado,80602,open,No,07-07-2015
214442,Double billing from Comcast,Billing issues,04-02-2015,14:20:22,Customer Care Call,Brighton,Michigan,48114,closed,No,11-02-2015
255005,Billing Over Charges,Billing issues,24-04-2015,12:12:01,Internet,Brighton,Michigan,48116,closed,No,02-05-2015
358608,Internet Only,Speed issues,23-06-2015,14:22:52,Customer Care Call,Bristol,Connecticut,6010,closed,No,01-07-2015
264505,Continuing overcharges,Billing issues,29-04-2015,15:21:25,Customer Care Call,Bristol,Pennsylvania,19007,closed,No,09-05-2015
308086,Home Security Forgery/Fraud,Miscellaneous,26-05-2015,17:59:35,Internet,Broadlands,Virginia,20148,closed,No,05-06-2015
355113,2+ Day Degraded Services,Miscellaneous,22-06-2015,08:54:47,Internet,Broadway,Virginia,22815,closed,No,29-06-2015
363585,Internet Bill too high,Billing issues,24-06-2015,22:11:44,Customer Care Call,Brockton,Massachusetts,2302,closed,No,01-07-2015
365533,Over paying for my Comcast Services,Billing issues,25-06-2015,14:36:20,Internet,Brockton,Massachusetts,2302,closed,Yes,03-07-2015
294208,Fees not disClosed before service was installed,Billing issues,17-05-2015,20:36:02,Internet,Brookhaven,Georgia,30319,closed,No,24-05-2015
364429,comcast service,Miscellaneous,25-06-2015,12:01:16,Customer Care Call,Brookhaven,Pennsylvania,19015,closed,No,03-07-2015
364278,Poor customer service,Miscellaneous,25-06-2015,11:27:09,Customer Care Call,Brookhaven,Pennsylvania,19015,closed,No,04-07-2015
257067,Billed for service never received,Billing issues,25-04-2015,15:28:33,Customer Care Call,Brookline,Massachusetts,2446,closed,No,12-05-2015
329486,Comcast,,06-08-2015,20:16:38,Customer Care Call,Brookline,Massachusetts,2446,closed,No,
255676,disrupted internet service,,24-04-2015,15:19:57,Internet,Broomfield,Colorado,80020,closed,No,
361430,Comcast Billing / Speed Issues,,24-06-2015,11:30:14,Internet,Broomfield,Colorado,80020,open,No,
362230,Have to bundle services to get advertised proce.,,24-06-2015,14:45:05,Customer Care Call,Broomfield,Colorado,80021,closed,No,
367225,Comcast policies,,25-06-2015,22:33:19,Internet,Broomfield,Colorado,80021,open,No,
370637,Internet Throttling,,27-06-2015,22:51:38,Internet,Broomfield,Colorado,80021,open,No,
370930,Unfair Billing Practices,,28-06-2015,13:39:59,Internet,Broomfield,Colorado,80023,closed,No,
233950,Cocmast billing issues,,14-04-2015,09:56:53,Internet,Brunswick,Georgia,31525,closed,No,
346447,Comcast service that didn't work,,17-06-2015,16:23:56,Customer Care Call,Brunswick,Georgia,31523,closed,Yes,
360896,Data Limit,,24-06-2015,07:51:36,Customer Care Call,Brunswick,Maine,4011,closed,No,
358891,Pricing is not competive,,23-06-2015,15:15:55,Customer Care Call,Buford,Georgia,30519,closed,No,
358669,comcast billing practices-unfair,,23-06-2015,14:30:03,Customer Care Call,Buford,Georgia,30519,open,No,
337181,Comcast,,06-12-2015,14:22:35,Customer Care Call,Burien,Washington,98146,closed,No,
369878,Slow Internet,,27-06-2015,12:07:30,Customer Care Call,Burlington,Vermont,5401,closed,No,
275759,Internet Service,,05-06-2015,12:14:27,Customer Care Call,Burlington,West Virginia,26710,closed,No,
258369,Xfinity False Advertisement,,27-04-2015,10:38:01,Customer Care Call,Burnsville,Minnesota,55337,closed,No,
362348,"Comcast - constantly low speeds, 'miscommunication' about billing errors. Not responding to complaints.",,24-06-2015,15:17:05,Internet,Burnsville,Minnesota,55306,closed,No,
265612,Comcast HBO-Go Application and Sony Products,,29-04-2015,23:04:49,Internet,Burr Ridge,Illinois,60527,closed,No,
249466,Never reClosed problem with Comcast,,22-04-2015,08:45:14,Internet,Burr Ridge,Illinois,60527,open,No,
276254,Slow Speed with the entire connection,,05-06-2015,14:20:38,Internet,Buzzards Bay,Massachusetts,2532,closed,No,
360678,Comcast Possibly Throttling my Internet,,24-06-2015,01:00:18,Internet,Camas,Washington,98682,closed,No,
232947,Comcast sucks,,13-04-2015,16:51:51,Internet,Cambridge,Maryland,21613,closed,No,
223515,"Issues with Comcast regarding service, billing, etc",,04-08-2015,10:48:14,Customer Care Call,Cambridge,Massachusetts,2138,closed,No,
250591,Internet/TV Billing,,22-04-2015,15:42:39,Internet,Cambridge,Massachusetts,2138,closed,No,
301085,difficulty to cancel services before moving,,21-05-2015,12:10:49,Internet,Cambridge,Massachusetts,2141,closed,No,
340458,Comcast Incompetence/Lies/Robbery,,15-06-2015,09:14:44,Customer Care Call,Cambridge,Massachusetts,2138,open,No,
357799,"Comcast is ""forcing"" bundles on me while silently raising my bill",,23-06-2015,11:20:15,Customer Care Call,Cambridge,Massachusetts,2138,closed,No,
363493,Internet Slowdown,,24-06-2015,21:27:50,Customer Care Call,Cambridge,Massachusetts,2138,closed,No,
365561,Comcast price,,25-06-2015,14:38:54,Customer Care Call,Cambridge,Massachusetts,2139,closed,No,
351820,Comcast fails to fulfill request for Internet service,,19-06-2015,13:16:40,Internet,Camino,California,95709,open,No,
315997,Hidden Product Installation Fee,,31-05-2015,20:27:53,Customer Care Call,Camp Hill,Pennsylvania,17011,closed,No,
354888,2 months and Comcast has not fixed problem,,21-06-2015,20:57:27,Internet,Cane Ridge,Tennessee,37013,closed,No,
322409,FCC Complaint against comcast/xfinity on providing false information.,,06-03-2015,22:20:53,Customer Care Call,Canonsburg,Pennsylvania,15317,closed,No,
300123,Comcast internet,,20-05-2015,17:47:44,Customer Care Call,Canton,Georgia,30114,open,No,
300124,Comcast internet,,20-05-2015,17:47:50,Internet,Canton,Georgia,30114,closed,No,
306406,service issues,,26-05-2015,09:13:17,Customer Care Call,Canton,Georgia,30114,closed,No,
309491,Comcast Xfinity 300G over charge,,27-05-2015,14:28:05,Customer Care Call,Canton,Georgia,30115,closed,No,
321367,Internet Availability,,06-03-2015,15:05:12,Customer Care Call,Canton,Georgia,30114,closed,No,
321463,Comcast Usage Caps,,06-03-2015,15:36:13,Customer Care Call,Canton,Georgia,30115,closed,No,
323066,Comcast Data Usage Caps,,06-04-2015,12:04:25,Internet,Canton,Georgia,30115,closed,No,
360511,Data Caps and the Extortion Methods of Comcast,,23-06-2015,23:22:33,Customer Care Call,Canton,Georgia,30114,closed,Yes,
260759,No internet service,,28-04-2015,09:43:57,Internet,Canton,Michigan,48187,closed,No,
216625,No service,,04-03-2015,14:45:47,Internet,Canton,Michigan,48187,closed,No,
362490,Billing discrepencies and service termination hurdles,,24-06-2015,15:50:02,Internet,Canton,Michigan,48188,closed,No,
358063,Billing & Data Usage,,23-06-2015,12:22:28,Internet,Canton,Mississippi,39046,closed,No,
253400,"Bait and switch, unfulfilled incentives",,23-04-2015,17:02:06,Internet,Carbondale,Colorado,81623,closed,No,
361104,internet speed,,24-06-2015,09:58:36,Customer Care Call,Carlisle,Pennsylvania,17013,closed,No,
240138,Comcast wont refund me for over charge,,16-04-2015,17:28:17,Customer Care Call,Carlsbad,California,92009,closed,No,
350243,comcast internet debacle,,18-06-2015,18:05:30,Internet,Carlton,Oregon,97111,closed,No,
363169,Price and performance manipulation by Comcast for ISP,,24-06-2015,18:46:43,Customer Care Call,Carmel,California,93923,open,No,
